Wavelength(um),SEBSControl,05um,1um,2um,4um,8um
8.68,0.05201819899,0.1446713881,0.1132708205,0.09928167189,0.05919416996,0.05593912371
8.681,0.05136313013,0.1446871437,0.1133014465,0.09925885781,0.05897751647,0.05550426749
8.682,0.0509261661,0.144702899,0.1133300298,0.09923604316,0.05897751647,0.05528676427
8.683,0.05027034264,0.1447107766,0.1133545291,0.09920907964,0.05897751647,0.05485160756
8.684,0.04961406599,0.1447127459,0.1133749446,0.09917796689,0.05876081309,0.05463395404
8.685,0.0491762963,0.1447166847,0.1133974011,0.09914892735,0.05876081309,0.05419849663
8.686,0.04851926365,0.144718654,0.1134198571,0.09911781252,0.05854405981,0.05376283863
8.687,0.04786177698,0.1447147153,0.1134361884,0.09908877104,0.05854405981,0.05354493439
8.688,0.04720383598,0.1447088072,0.1134525193,0.09905765413,0.05854405981,0.05310897535
8.689,0.04654544033,0.144702899,0.11346885,0.09902653615,0.0583272566,0.0526728155
8.69,0.04588658972,0.1446969908,0.1134851803,0.09899749173,0.0583272566,0.05223645474
8.691,0.04522728383,0.1446891131,0.1134994691,0.09897052107,0.0583272566,0.05201819899
8.692,0.04456752236,0.144679266,0.1135137577,0.0989435496,0.05811040348,0.0515815367
8.693,0.04368713115,0.1446713881,0.1135300873,0.09891657733,0.05811040348,0.05114467327
8.694,0.04302630541,0.1446654797,0.1135443754,0.09889375401,0.05789350041,0.05070760862
8.695,0.04236502303,0.1446595712,0.1135586632,0.09887093011,0.05789350041,0.0504890008
8.696,0.04170328369,0.1446556322,0.1135749919,0.09884810563,0.05789350041,0.05005163412
8.697,0.04104108709,0.1446516932,0.1135892793,0.0988273556,0.0576765474,0.04961406599
8.698,0.04037843289,0.1446556322,0.1136076484,0.09881075523,0.0576765474,0.04939520634
8.699,0.03971532079,0.1446595712,0.1136280581,0.09879207946,0.0576765474,0.04895733584
8.7,0.03883045848,0.1446635102,0.1136464265,0.09877340329,0.0576765474,0.04873832496
8.701,0.03816627671,0.1446733576,0.1136688761,0.09875887712,0.05745954442,0.04830015189
8.702,0.03750163598,0.1446910826,0.1136954068,0.09874227549,0.05745954442,0.04786177698
8.703,0.03683653598,0.1447068378,0.1137219367,0.09872774881,0.05745954442,0.04764251381
8.704,0.03617097638,0.1447245621,0.1137484658,0.0987132219,0.05745954442,0.04720383598
8.705,0.03550495686,0.1447541017,0.1137831565,0.09870077008,0.05724249147,0.04698442129
8.706,0.03483847712,0.1447856096,0.1138198864,0.09868624274,0.05724249147,0.04676495608
8.707,0.03417153684,0.1448151471,0.1138566147,0.09867379054,0.05724249147,0.04632587402
8.708,0.03350413569,0.1448505908,0.1138974222,0.09865926276,0.05724249147,0.04610625716
8.709,0.03305894539,0.1448939089,0.1139463887,0.09864681019,0.05724249147,0.04588658972
8.71,0.03239077542,0.1449372248,0.1139953524,0.09863435745,0.05724249147,0.04566687169
8.711,0.03172214374,0.1449805385,0.1140443135,0.09862190454,0.05702538854,0.04522728383
8.712,0.03105305002,0.1450317246,0.1141014313,0.09861152698,0.05702538854,0.04500741398
8.713,0.0306067307,0.1450848762,0.1141626249,0.0986011493,0.05702538854,0.04478749349
8.714,0.02993686622,0.1451399928,0.1142258539,0.09859077151,0.05702538854,0.04456752236
8.715,0.02949003275,0.1451931377,0.1142870389,0.09858039359,0.05702538854,0.04434750057
8.716,0.02904299347,0.1452541517,0.1143604553,0.09857209117,0.05702538854,0.04412742812
8.717,0.02837204842,0.1453171294,0.1144338656,0.0985658643,0.05702538854,0.04390730498
8.718,0.02792449417,0.1453781346,0.1145093088,0.0985596374,0.05702538854,0.04368713115
8.719,0.02747673376,0.1454430708,0.1145867843,0.0985554861,0.05702538854,0.04346690663
8.72,0.02702876711,0.1455099697,0.1146703686,0.0985554861,0.05702538854,0.04346690663
8.721,0.02658059411,0.1455788307,0.1147539451,0.09855756175,0.05680823561,0.04324663138
8.722,0.02613221467,0.1456476861,0.1148395518,0.09855756175,0.05680823561,0.04302630541
8.723,0.0256836287,0.1457204701,0.1149292262,0.0985658643,0.05680823561,0.04280592871
8.724,0.0252348361,0.1457952148,0.115022967,0.09857624239,0.05680823561,0.04258550125
8.725,0.02501036228,0.1458719196,0.1151146603,0.09858869593,0.05680823561,0.04258550125
8.726,0.02456125956,0.145946651,0.1152083814,0.0986011493,0.05680823561,0.04236502303
8.727,0.02411194997,0.1460312077,0.1153082039,0.09862605553,0.05680823561,0.04214449404
8.728,0.02388721757,0.1461157559,0.1154080151,0.09865096107,0.05680823561,0.04214449404
8.729,0.0234375975,0.1462022618,0.115507815,0.09867586592,0.05680823561,0.04192391426
8.73,0.02321270981,0.1462907246,0.1156096401,0.09870492071,0.05680823561,0.04170328369
8.731,0.02298777033,0.1463870403,0.1157155257,0.09874642592,0.05680823561,0.04170328369
8.732,0.02260525432,0.1464853105,0.1158213987,0.09878792923,0.05680823561,0.04148260231
8.733,0.02231264103,0.1465835693,0.1159292946,0.09882943062,0.05680823561,0.04148260231
8.734,0.02206497675,0.1466896762,0.1160392128,0.09887715486,0.05680823561,0.04126187012
8.735,0.02181724973,0.1468016635,0.1161511524,0.09893317575,0.05680823561,0.04104108709
8.736,0.02156945996,0.1469136362,0.1162651127,0.09898919315,0.05680823561,0.04104108709
8.737,0.02132160742,0.1470255942,0.1163770238,0.09904520707,0.05702538854,0.04082025321
8.738,0.02109623245,0.1471512839,0.1164950237,0.09911366379,0.05702538854,0.04082025321
8.739,0.0208933506,0.1472789185,0.1166150419,0.09918211532,0.05702538854,0.04082025321
8.74,0.0206904267,0.1474065341,0.1167350438,0.09925263569,0.05702538854,0.04059936848
8.741,0.02048746074,0.1475380562,0.1168550295,0.09932315055,0.05702538854,0.04059936848
8.742,0.02030701124,0.1476793709,0.1169831317,0.09940195473,0.05702538854,0.04037843289
8.743,0.0201265285,0.1478206621,0.1171091824,0.09948282554,0.05702538854,0.04037843289
8.744,0.01994601251,0.1479619299,0.1172372478,0.09956161576,0.05702538854,0.04037843289
8.745,0.01976546327,0.1481110205,0.1173693593,0.09964454538,0.05702538854,0.04015744642
8.746,0.0196074554,0.1482640074,0.117503483,0.09972954031,0.05702538854,0.04015744642
8.747,0.01944942205,0.1484169669,0.1176396181,0.09981452722,0.05724249147,0.04015744642
8.748,0.01929136323,0.1485698989,0.1177757321,0.09990157867,0.05724249147,0.03993640905
8.749,0.01915586397,0.1487306439,0.1179179184,0.09998862169,0.05724249147,0.03993640905
8.75,0.01902034598,0.1488913586,0.1180621125,0.1000777285,0.05724249147,0.03993640905
8.751,0.01888480927,0.1490540023,0.1182083135,0.1001668264,0.05724249147,0.03993640905
8.752,0.01874925384,0.1492166149,0.1183544902,0.1002538438,0.05724249147,0.03971532079
8.753,0.01863627667,0.1493831137,0.1185087616,0.1003429243,0.05724249147,0.03971532079
8.754,0.01852328649,0.1495515382,0.1186630059,0.1004319959,0.05745954442,0.03971532079
8.755,0.0184102833,0.1497179714,0.1188172233,0.1005210588,0.05745954442,0.03971532079
8.756,0.0182972671,0.149888287,0.1189754709,0.1006101128,0.05745954442,0.03971532079
8.757,0.01818423789,0.1500585685,0.119139775,0.1006991581,0.05745954442,0.03949418161
8.758,0.01809380515,0.1502307726,0.1193020205,0.100786124,0.05745954442,0.03949418161
8.759,0.01798075252,0.1504009854,0.1194662636,0.1008751518,0.05745954442,0.03949418161
8.76,0.01789030104,0.150575076,0.1196385846,0.1009641708,0.05745954442,0.03949418161
8.761,0.01779984123,0.1507471754,0.1198108718,0.101051111,0.0576765474,0.03949418161
8.762,0.01770937308,0.150921195,0.1199831253,0.1011401126,0.0576765474,0.03949418161
8.763,0.01761889661,0.151095179,0.1201553451,0.1012270358,0.0576765474,0.03927299151
8.764,0.01755103378,0.1512710815,0.1203376588,0.10131602,0.0576765474,0.03927299151
8.765,0.01746054272,0.1514469477,0.1205158845,0.1014049953,0.0576765474,0.03927299151
8.766,0.01739266895,0.1516227774,0.1206981235,0.1014939619,0.0576765474,0.03927299151
8.767,0.0173021633,0.1518005237,0.1208803246,0.1015849883,0.05789350041,0.03927299151
8.768,0.0172342786,0.1519782327,0.1210645119,0.1016760054,0.05789350041,0.03927299151
8.769,0.01714375836,0.1521559046,0.121250684,0.1017670134,0.05789350041,0.03927299151
8.77,0.01707586271,0.152335491,0.1214368166,0.1018600802,0.05789350041,0.03927299151
8.771,0.01700796237,0.1525150394,0.1216229098,0.1019552051,0.05789350041,0.03927299151
8.772,0.01694005734,0.1526965007,0.1218130078,0.10205032,0.05789350041,0.03927299151
8.773,0.01684951001,0.1528759727,0.122001043,0.1021474922,0.05811040348,0.03927299151
8.774,0.01678159403,0.1530573567,0.1221890379,0.1022446539,0.05811040348,0.03927299151
8.775,0.01671367336,0.1532406517,0.1223810342,0.102345939,0.05811040348,0.03905175047
8.776,0.01664574801,0.1534258563,0.1225709681,0.1024492793,0.05811040348,0.03905175047
8.777,0.01657781795,0.1536090715,0.1227608609,0.1025526077,0.05811040348,0.03905175047
8.778,0.01650988321,0.1537941955,0.1229527321,0.1026559242,0.0583272566,0.03905175047
8.779,0.01646459077,0.1539831751,0.1231445614,0.1027654267,0.0583272566,0.03905175047
8.78,0.01639664821,0.1541721125,0.1233363487,0.1028749158,0.0583272566,0.03905175047
8.781,0.01632870095,0.1543610077,0.123528094,0.1029843916,0.0583272566,0.03905175047
8.782,0.01628340017,0.1545537542,0.1237197974,0.1030959192,0.0583272566,0.03905175047
8.783,0.01621544509,0.154748403,0.1239134761,0.1032115628,0.05854405981,0.03905175047
8.784,0.01617013909,0.1549430069,0.124107112,0.1033251269,0.05854405981,0.03905175047
8.785,0.01612483101,0.1551375661,0.1243007051,0.103440741,0.05854405981,0.03905175047
8.786,0.01607952084,0.1553379152,0.1244982873,0.1035604684,0.05854405981,0.03905175047
8.787,0.01603420858,0.1555401613,0.1246958249,0.1036801799,0.05876081309,0.03905175047
8.788,0.01598889424,0.1557423589,0.1248933179,0.1037998753,0.05876081309,0.03905175047
8.789,0.01594357781,0.1559445081,0.125092781,0.1039195548,0.05876081309,0.03905175047
8.79,0.01592091881,0.156156324,0.1252962267,0.1040412813,0.05897751647,0.03905175047
8.791,0.01587559925,0.1563661443,0.1255016387,0.104165054,0.05897751647,0.03905175047
8.792,0.01585293869,0.1565778545,0.1257049894,0.1042888097,0.05897751647,0.03905175047
8.793,0.0158302776,0.156791453,0.125912318,0.1044125482,0.05897751647,0.03905175047
8.794,0.015807616,0.1570108207,0.1261256341,0.1045383315,0.05919416996,0.03905175047
8.795,0.01578495387,0.1572301313,0.1263388981,0.1046620355,0.05919416996,0.03905175047
8.796,0.01576229122,0.1574493849,0.1265521101,0.1047877838,0.05919416996,0.03905175047
8.797,0.01573962805,0.1576724605,0.1267713021,0.1049155754,0.05941077357,0.03905175047
8.798,0.01571696436,0.157901294,0.1269944594,0.1050433488,0.05941077357,0.03927299151
8.799,0.01571696436,0.1581281269,0.1272175597,0.1051690435,0.05941077357,0.03927299151
8.8,0.01569430014,0.1583548987,0.127440603,0.1052967807,0.05941077357,0.03927299151
8.801,0.01569430014,0.1585874217,0.1276736324,0.1054286194,0.05962732731,0.03927299151
8.802,0.0156716354,0.1588218174,0.1279065995,0.105558379,0.05962732731,0.03927299151
8.803,0.0156716354,0.1590561477,0.128141512,0.1056881199,0.05962732731,0.03927299151
8.804,0.0156716354,0.1592904128,0.1283763612,0.1058199008,0.0598438312,0.03927299151
8.805,0.01564897014,0.1595304184,0.1286211793,0.1059557796,0.0598438312,0.03927299151
8.806,0.01564897014,0.1597703555,0.1288659286,0.1060895794,0.0598438312,0.03949418161
8.807,0.01564897014,0.1600102241,0.1291106092,0.1062254172,0.0598438312,0.03949418161
8.808,0.01562630436,0.1602538914,0.1293592305,0.1063632921,0.06006028523,0.03949418161
8.809,0.01562630436,0.160499421,0.1296137933,0.1065052603,0.06006028523,0.03949418161
8.81,0.01562630436,0.1607448789,0.1298702852,0.106647206,0.06006028523,0.03949418161
8.811,0.01560363806,0.1609902649,0.1301246986,0.1067891292,0.06027668944,0.03971532079
8.812,0.01560363806,0.1612413732,0.130387047,0.1069392552,0.06027668944,0.03971532079
8.813,0.01560363806,0.1614962678,0.1306533198,0.1070893561,0.06027668944,0.03971532079
8.814,0.01558097124,0.1617491548,0.1309195111,0.1072414873,0.06027668944,0.03971532079
8.815,0.01558097124,0.1620019655,0.1311856209,0.1073935926,0.06049304381,0.03971532079
8.816,0.01555830389,0.1622643448,0.1314636485,0.1075559467,0.06049304381,0.03993640905
8.817,0.01555830389,0.1625285703,0.1317415872,0.1077182713,0.06049304381,0.03993640905
8.818,0.01553563602,0.1627907848,0.1320194369,0.1078826205,0.06070934838,0.03993640905
8.819,0.01553563602,0.1630567714,0.1322991957,0.1080469395,0.06070934838,0.03993640905
8.82,0.01551296763,0.1633323061,0.1325888508,0.1082214952,0.06070934838,0.03993640905
8.821,0.01551296763,0.1636096759,0.1328764126,0.1083960168,0.06092560315,0.03993640905
8.822,0.01549029872,0.1638850285,0.133167871,0.1085705042,0.06092560315,0.04015744642
8.823,0.01549029872,0.1641679888,0.1334612267,0.1087490619,0.06114180813,0.04015744642
8.824,0.01546762928,0.164458549,0.1337624615,0.1089357908,0.06114180813,0.04015744642
8.825,0.01544495933,0.1647490082,0.1340655855,0.1091204293,0.06114180813,0.04015744642
8.826,0.01544495933,0.1650393664,0.1343666102,0.1093070804,0.06135796333,0.04015744642
8.827,0.01542228885,0.165341155,0.1346755002,0.1094998438,0.06135796333,0.04015744642
8.828,0.01539961785,0.1656485981,0.1349882635,0.1096946154,0.06157406876,0.04037843289
8.829,0.01539961785,0.1659540074,0.1353009138,0.1098893445,0.06157406876,0.04037843289
8.83,0.01537694632,0.1662612247,0.1356154415,0.110084031,0.06157406876,0.04037843289
8.831,0.01535427428,0.1665817621,0.135937813,0.1102868695,0.06179012444,0.04037843289
8.832,0.01533160171,0.1669040945,0.1362600643,0.1104896617,0.06179012444,0.04037843289
8.833,0.01533160171,0.1672243847,0.1365841836,0.1106924078,0.06200613038,0.04037843289
8.834,0.01530892862,0.1675483854,0.1369081812,0.1108971549,0.06200613038,0.04037843289
8.835,0.01528625501,0.1678837562,0.1372400035,0.111107995,0.06222208659,0.04059936848
8.836,0.01526358088,0.1682189919,0.1375716983,0.111316739,0.06222208659,0.04059936848
8.837,0.01524090622,0.1685540925,0.1379032656,0.1115274797,0.06243799307,0.04059936848
8.838,0.01521823105,0.1688928855,0.138238674,0.1117402157,0.06243799307,0.04059936848
8.839,0.01519555535,0.169241105,0.1385779188,0.1119590352,0.06243799307,0.04059936848
8.84,0.01517287913,0.1695872665,0.1389170302,0.1121778007,0.06265384985,0.04082025321
8.841,0.01515020238,0.1699351951,0.13925799,0.1123944686,0.06265384985,0.04082025321
8.842,0.01510484733,0.1702887093,0.139602777,0.1126192568,0.06286965693,0.04082025321
8.843,0.01508216902,0.170647802,0.1399513866,0.1128480735,0.06286965693,0.04082025321
8.844,0.01505949019,0.1710048304,0.1402978754,0.1130768312,0.06308541433,0.04082025321
8.845,0.01503681083,0.1713636131,0.1406462034,0.1133055299,0.06308541433,0.04104108709
8.846,0.01501413096,0.1717336836,0.1410042799,0.1135464165,0.06330112205,0.04104108709
8.847,0.01496876964,0.1721035888,0.1413622071,0.1137872377,0.06330112205,0.04104108709
8.848,0.01494608819,0.1724752342,0.1417199852,0.1140300335,0.06351678011,0.04104108709
8.849,0.01492340623,0.1728467128,0.1420795897,0.1142748022,0.06351678011,0.04104108709
8.85,0.01490072374,0.1732332544,0.1424508911,0.1145358143,0.06373238851,0.04126187012
8.851,0.01487804073,0.1736196154,0.1428220317,0.1147947113,0.06373238851,0.04126187012
8.852,0.0148553572,0.1740057958,0.1431930118,0.1150555702,0.06394794728,0.04126187012
8.853,0.01483267314,0.1743974988,0.1435697473,0.1153224633,0.06394794728,0.04148260231
8.854,0.01480998856,0.1748023168,0.1439581439,0.1156014945,0.06416345642,0.04148260231
8.855,0.01478730346,0.1752069363,0.1443463643,0.1158824735,0.06416345642,0.04148260231
8.856,0.01476461784,0.1756113574,0.1447324394,0.1161633632,0.06437891594,0.04148260231
8.857,0.01476461784,0.1760269638,0.1451321192,0.1164563703,0.06437891594,0.04170328369
8.858,0.0147419317,0.1764537386,0.1455394822,0.1167574153,0.06459432585,0.04170328369
8.859,0.01471924503,0.176878397,0.1459446845,0.1170583577,0.06459432585,0.04170328369
8.86,0.01471924503,0.1773047307,0.1463516603,0.1173612299,0.06480968617,0.04192391426
8.861,0.01469655784,0.1777497769,0.1467761239,0.1176761881,0.06502499691,0.04192391426
8.862,0.01469655784,0.1782002591,0.1472062673,0.1179991575,0.06502499691,0.04192391426
8.863,0.01469655784,0.1786504945,0.1476342313,0.1183199784,0.06524025808,0.04214449404
8.864,0.01467387013,0.1791004833,0.1480639421,0.1186427121,0.06524025808,0.04214449404
8.865,0.01467387013,0.1795785623,0.148516964,0.1189795282,0.06545546968,0.04214449404
8.866,0.01467387013,0.1800544749,0.1489697449,0.1193182434,0.06567063174,0.04236502303
8.867,0.01467387013,0.1805319984,0.1494242437,0.1196568283,0.06567063174,0.04236502303
8.868,0.0146511819,0.1810130154,0.1498804572,0.1199973094,0.06588574426,0.04236502303
8.869,0.0146511819,0.1815182504,0.1503618591,0.1203498117,0.06588574426,0.04258550125
8.87,0.0146511819,0.1820231738,0.1508410331,0.1207021728,0.06610080726,0.04258550125
8.871,0.0146511819,0.182529668,0.1513199369,0.1210543927,0.06631582074,0.04258550125
8.872,0.0146511819,0.1830452542,0.1518102889,0.1214105176,0.06631582074,0.04280592871
8.873,0.01462849314,0.183581194,0.1523198763,0.1217745871,0.06653078472,0.04280592871
8.874,0.01462849314,0.1841149037,0.1528272069,0.1221364843,0.0667456992,0.04302630541
8.875,0.01462849314,0.1846482644,0.1533342338,0.1225002528,0.0667456992,0.04302630541
8.876,0.01462849314,0.1852019143,0.1538604406,0.1228699297,0.06696056421,0.04302630541
8.877,0.01460580386,0.1857683122,0.15439995,0.1232434885,0.06717537975,0.04324663138
8.878,0.01460580386,0.1863361899,0.1549391153,0.1236168881,0.06717537975,0.04324663138
8.879,0.01458311406,0.1868999271,0.1554779369,0.1239901288,0.06739014583,0.04346690663
8.88,0.01458311406,0.1874932081,0.1560455645,0.1243712753,0.06760486246,0.04346690663
8.881,0.01456042374,0.1880935342,0.1566205785,0.1247562867,0.06760486246,0.04346690663
8.882,0.01453773289,0.1886934168,0.1571952007,0.1251411288,0.06781952966,0.04368713115
8.883,0.01453773289,0.1892928561,0.1577674921,0.1255258017,0.06803414743,0.04368713115
8.884,0.01451504152,0.1899272933,0.1583800918,0.1259264066,0.06803414743,0.04390730498
8.885,0.01449234963,0.1905649616,0.1589941824,0.126326828,0.0682487158,0.04390730498
8.886,0.01446965722,0.1912002655,0.1596058899,0.1267250551,0.06846323476,0.04412742812
8.887,0.01444696428,0.1918406535,0.1602268207,0.1271291304,0.06867770434,0.04412742812
8.888,0.01442427082,0.1925158619,0.1608801399,0.1275490899,0.06889212453,0.04434750057
8.889,0.01437888234,0.1931886484,0.1615348814,0.1279668395,0.06889212453,0.04434750057
8.89,0.01435618731,0.1938608743,0.1621891121,0.128386396,0.06910649536,0.04456752236
8.891,0.01433349176,0.1945473773,0.1628582532,0.1288137747,0.06932081684,0.04456752236
8.892,0.01431079569,0.1952610908,0.16355575,0.1292589885,0.06953508897,0.04478749349
8.893,0.01426540198,0.1959723206,0.1642526658,0.1297019709,0.06974931177,0.04478749349
8.894,0.01424270434,0.1966829218,0.1649509236,0.1301447279,0.06996348525,0.04500741398
8.895,0.01422000618,0.1974169195,0.1656716518,0.1306052766,0.07017760941,0.04500741398
8.896,0.01417460829,0.1981687096,0.1664147909,0.1310775861,0.07017760941,0.04522728383
8.897,0.01415190856,0.1989197955,0.1671534328,0.1315496391,0.07039168428,0.04544710307
8.898,0.01412920831,0.1996701779,0.1678952522,0.1320214355,0.07060570987,0.04544710307
8.899,0.01410650753,0.2004511555,0.168668953,0.132514948,0.07081968618,0.04566687169
8.9,0.01408380623,0.2012424063,0.169453409,0.1330201578,0.07103361322,0.04566687169
8.901,0.01406110441,0.2020347114,0.1702390353,0.1335230782,0.07124749101,0.04588658972
8.902,0.01403840207,0.2028243951,0.1710220097,0.1340257068,0.07146131956,0.04610625716
8.903,0.0140156992,0.2036554724,0.1718481049,0.1345599285,0.07167509888,0.04610625716
8.904,0.01399299582,0.2044893467,0.1726752819,0.1350958121,0.07188882898,0.04632587402
8.905,0.01399299582,0.205320518,0.1735035358,0.1356333541,0.07210250987,0.04632587402
8.906,0.0139702919,0.2061581325,0.1743347628,0.1361725512,0.07231614157,0.04654544033
8.907,0.0139702919,0.2070368602,0.1752069363,0.136743216,0.07252972408,0.04676495608
8.908,0.0139702919,0.207916439,0.1760800856,0.1373135038,0.07274325742,0.04676495608
8.909,0.0139702919,0.2087950421,0.1769504155,0.1378834149,0.0729567416,0.04698442129
8.91,0.0139702919,0.2096854091,0.1778330779,0.1384628683,0.07317017662,0.04720383598
8.911,0.0139702919,0.2106165806,0.1787507234,0.1390657211,0.07338356251,0.04742320014
8.912,0.01399299582,0.211543024,0.1796654559,0.139670133,0.0738101869,0.04742320014
8.913,0.01399299582,0.2124701935,0.1805810562,0.1402741207,0.07402342544,0.04764251381
8.914,0.0140156992,0.2134234405,0.1815182504,0.1408915316,0.07423661488,0.04786177698
8.915,0.01403840207,0.2144080944,0.1824807269,0.141530243,0.07444975524,0.04786177698
8.916,0.01406110441,0.2153915157,0.1834420715,0.1421665044,0.07466284652,0.04808098967
8.917,0.01408380623,0.216373706,0.1844041637,0.142804268,0.07487588875,0.04830015189
8.918,0.01410650753,0.2173943121,0.185395134,0.1434612802,0.07508888192,0.04851926365
8.919,0.01412920831,0.2184387839,0.1864055076,0.1441315839,0.07551472117,0.04851926365
8.92,0.01417460829,0.2194800645,0.187414628,0.1447993939,0.07572756727,0.04873832496
8.921,0.0141973075,0.2205217526,0.1884224967,0.1454686504,0.07594036436,0.04895733584
8.922,0.01422000618,0.2216140289,0.1894720416,0.146164908,0.07615311246,0.0491762963
8.923,0.01426540198,0.2227226723,0.1905332765,0.1468664916,0.07657846173,0.04939520634
8.924,0.0142880991,0.2238297367,0.1915931218,0.1475694615,0.07679106292,0.04961406599
8.925,0.01433349176,0.2249334396,0.1926515794,0.148269891,0.07700361516,0.04961406599
8.926,0.01435618731,0.2261032907,0.1937624895,0.149003057,0.07721611846,0.04983287524
8.927,0.01437888234,0.2272749346,0.1948755787,0.1497375497,0.07764097831,0.05005163412
8.928,0.01442427082,0.2284465812,0.1959871312,0.1504714084,0.07785333488,0.05027034264
8.929,0.01444696428,0.2296217729,0.1971026953,0.1512065882,0.07827790134,0.0504890008
8.93,0.01449234963,0.2308642467,0.1982739409,0.1519743274,0.07849011127,0.05070760862
8.931,0.01451504152,0.2321047167,0.1994416346,0.1527394214,0.07870227233,0.0509261661
8.932,0.01456042374,0.2333414207,0.2006076276,0.1535057742,0.07912644794,0.05114467327
8.933,0.01458311406,0.2345955198,0.2017884641,0.1542792232,0.0793384625,0.05136313013
8.934,0.01462849314,0.2359038701,0.2030152709,0.1550772576,0.07976234519,0.0515815367
8.935,0.0146511819,0.2372082276,0.20423836,0.1558745388,0.07997421335,0.05179989298
8.936,0.01467387013,0.2385103586,0.2054614015,0.1566730096,0.08039780334,0.05201819899
8.937,0.01471924503,0.2398435235,0.2067081363,0.157482365,0.0806095252,0.05223645474
8.938,0.0147419317,0.2412197819,0.2079930365,0.1583142006,0.08103282268,0.05245466024
8.939,0.01478730346,0.2425918046,0.2092740349,0.1591432787,0.08124439833,0.0526728155
8.94,0.01480998856,0.2439613464,0.2105547791,0.1599715402,0.08166740352,0.05289092053
8.941,0.0148553572,0.245371853,0.2118679296,0.160818309,0.08187883307,0.05310897535
8.942,0.01487804073,0.2468161486,0.2132096947,0.161681597,0.08230154615,0.05332697997
8.943,0.01492340623,0.248254218,0.2145455582,0.1625401404,0.0825128297,0.05354493439
8.944,0.01494608819,0.2496912693,0.2158809592,0.1633997308,0.08293525089,0.05376283863
8.945,0.01499145056,0.251184199,0.2172609515,0.164281531,0.08335747758,0.05398069271
8.946,0.01501413096,0.2526982487,0.2186565065,0.1651720131,0.08356851802,0.05419849663
8.947,0.01505949019,0.2542075199,0.2200495733,0.1660615464,0.08399045316,0.0544162504
8.948,0.01510484733,0.2557154567,0.2214401564,0.1669501318,0.08420134787,0.05463395404
8.949,0.01512752512,0.2572904641,0.2228801541,0.1678645958,0.08462299164,0.05485160756
8.95,0.01517287913,0.2588740842,0.2243264188,0.1687799698,0.08504444128,0.05506921097
8.951,0.01521823105,0.2604543277,0.2257699918,0.1696962488,0.08525509333,0.05528676427
8.952,0.01524090622,0.2620312017,0.2272108784,0.170609608,0.08567625194,0.05550426749
8.953,0.01528625501,0.2636911847,0.2287059164,0.1715505766,0.08609721665,0.05572172064
8.954,0.01533160171,0.2653474337,0.2301980622,0.1724904777,0.08630762632,0.05593912371
8.955,0.01537694632,0.267001645,0.2316890904,0.1734274091,0.08672830034,0.05615647674
8.956,0.01539961785,0.2686605514,0.2331807619,0.1743670819,0.08714878067,0.05637377972
8.957,0.01544495933,0.2703946666,0.2347171163,0.1753246756,0.08735894823,0.05659103268
8.958,0.01549029872,0.272121318,0.236248634,0.1762792619,0.08777913821,0.05680823561
8.959,0.01553563602,0.2738455552,0.2377753317,0.1772346377,0.08819913473,0.05702538854
8.96,0.01555830389,0.2755857246,0.2393147416,0.17819269,0.08840906046,0.05745954442
8.961,0.01560363806,0.2773882818,0.2408825059,0.1791590771,0.08882876696,0.0576765474
8.962,0.01562630436,0.279184694,0.2424470391,0.1801262156,0.08924828021,0.05789350041
8.963,0.0156716354,0.2809766403,0.2440083477,0.1810922146,0.08966760032,0.05811040348
8.964,0.01571696436,0.2827938582,0.2455820728,0.1820608422,0.08987718797,0.0583272566
8.965,0.01573962805,0.2846575464,0.2471767903,0.1830339675,0.09029621852,0.05854405981
8.966,0.01578495387,0.286513106,0.2487646774,0.184005935,0.09050566144,0.05876081309
8.967,0.0158302776,0.2883671296,0.2503526674,0.1849748695,0.09092440264,0.05897751647
8.968,0.01585293869,0.2902539242,0.2519528029,0.1859482767,0.09134295104,0.05941077357
8.969,0.01589825929,0.2921715735,0.2535649916,0.1869205214,0.09155215297,0.05962732731
8.97,0.01592091881,0.2940872924,0.2551754207,0.1878934748,0.09197041235,0.0598438312
8.971,0.01596623628,0.2959945844,0.256780664,0.1888633963,0.09238847916,0.06006028523
8.972,0.01601155167,0.2979371383,0.2583995238,0.1898321594,0.09259744038,0.06027668944
8.973,0.01603420858,0.2999033492,0.2600250807,0.1907997654,0.09301521849,0.06049304381
8.974,0.01607952084,0.3018608386,0.2616436742,0.1917662158,0.09343280426,0.06070934838
8.975,0.01612483101,0.3038144578,0.2632587273,0.1927296532,0.09364152504,0.06092560315
8.976,0.01614748531,0.3058057693,0.2648871744,0.1936919421,0.09405882245,0.06114180813
8.977,0.01619279235,0.3078089175,0.2665154,0.1946512295,0.0942673991,0.06135796333
8.978,0.0162380973,0.3098031069,0.2681400191,0.1956075235,0.09468440835,0.06157406876
8.979,0.01628340017,0.3117947204,0.2697610398,0.1965645319,0.09489284097,0.06179012444
8.98,0.01632870095,0.3138232478,0.2713868586,0.1975111628,0.09530956226,0.06200613038
8.981,0.01637399964,0.3158505219,0.2730090576,0.1984548327,0.09572609169,0.06222208659
8.982,0.01641929625,0.3178718065,0.2746259747,0.1993992364,0.09593428448,0.06243799307
8.983,0.01646459077,0.3198871194,0.2762409621,0.2003406861,0.09635052628,0.06265384985
8.984,0.01650988321,0.3219386343,0.2778540167,0.2012681547,0.0965585753,0.06286965693
